"","logFC","logCPM","PValue","FDR"
"ENSG00000286519",5.01827845434962,-1.70376617105436,7.68514572714277e-34,2.62530757050837e-32
"ENSG00000255847",4.3941595452498,-0.50976279354495,7.72064141834788e-34,2.63302276063189e-32
"ENSG00000092068",-3.11941978844779,7.44509314809039,9.61955487372763e-34,3.27514527704176e-32
"ENSG00000286546",4.02150056955599,3.16525907366422,1.06990267812113e-33,3.63659920293372e-32
"ENSG00000116981",-3.40536692294368,-1.89302564770234,1.26075537021189e-33,4.27817720800354e-32
"ENSG00000204653",-3.11492263470719,3.44183415909763,1.41135113264244e-33,4.78124501646346e-32
"ENSG00000260838",4.17366999748846,0.471192107245431,1.59039401805104e-33,5.3788549923935e-32
"ENSG00000261795",-3.1327228789711,0.925734131846107,1.62383462061719e-33,5.48286146570645e-32
"ENSG00000114854",-3.12917865009789,1.03475336206036,1.74876212199694e-33,5.89491813487694e-32
"ENSG00000135094",4.00251735749791,3.23461170588791,1.80593491923945e-33,6.07759682227217e-32
"ENSG00000078295",4.00209437685555,3.28690764646215,1.81545600282158e-33,6.09957326549314e-32
"ENSG00000130540",4.15704361995667,0.551842178057669,1.88955051325103e-33,6.33807453408579e-32
"ENSG00000241544",5.02690856074486,-1.77852975424218,1.90973538064061e-33,6.39526163428318e-32
"ENSG00000179636",-3.2595112078001,-1.09797294398051,2.04578342104371e-33,6.83962411291236e-32
"ENSG00000198780",-3.11081236552893,1.8711981449589,2.48748162856516e-33,8.3027332787165e-32
"ENSG00000228536",-3.32024739857168,-1.58277772649575,2.9369032354767e-33,9.78679813469148e-32
"ENSG00000163735",3.98438000462657,3.16644736016911,3.02933771675459e-33,1.00783545506514e-31
"ENSG00000144452",3.98299399762785,3.43288324061348,3.04798548328614e-33,1.01238788185892e-31
"ENSG00000259916",-3.39764119294253,-1.96106004369898,3.05331713567286e-33,1.01250975064898e-31
"ENSG00000257108",-3.10107292038531,2.14559420837515,3.45887023384225e-33,1.14513310956135e-31
"ENSG00000198010",-3.15392715731506,0.0958547634415202,3.70834438919394e-33,1.22573704170537e-31
"ENSG00000156049",-3.09899414047837,2.19809333670016,3.72672174084654e-33,1.22981817447936e-31
"ENSG00000107954",-3.21185464735306,-0.798571676655298,3.97334629903243e-33,1.30908601651805e-31
"ENSG00000198523",-3.09010836354429,3.91129204509063,4.01347887684137e-33,1.32017561635972e-31
"ENSG00000186188",4.03581921948633,1.67657661616026,4.34157779551479e-33,1.42579931661399e-31
"ENSG00000234685",4.00264376262218,2.47545473665471,4.64844874649388e-33,1.52412321118965e-31
"ENSG00000237438",-3.15852936301491,-0.108772632798034,4.72095465948754e-33,1.54541170667077e-31
"ENSG00000277013",-3.14005486996654,0.270134469804657,4.85049605054949e-33,1.58527269959786e-31
"ENSG00000263155",-3.13598594727923,0.36235364620439,4.93263764319907e-33,1.60953939352643e-31
"ENSG00000138678",-3.08307511349821,5.44847050270082,4.99923986700908e-33,1.62866609980484e-31
"ENSG00000185156",-3.10894170974829,0.7198323480402,5.4818289109753e-33,1.78303698262249e-31
"ENSG00000120498",4.02049075854959,1.71602438793052,6.19870480274261e-33,2.01299977304352e-31
"ENSG00000258548",-3.07815081511224,4.17310274825169,6.64821889701081e-33,2.1555449314092e-31
"ENSG00000204950",-3.17414729858027,-0.490842937344635,6.6936586429126e-33,2.16683292640571e-31
"ENSG00000285804",4.14891413139938,0.197991658123327,7.40064937315195e-33,2.39189926015944e-31
"ENSG00000270607",3.99885389441968,2.02622776363613,7.71396415372201e-33,2.4892181163134e-31
"ENSG00000081181",-3.0703723056571,4.87170373336949,8.96062607341773e-33,2.88693535768217e-31
"ENSG00000204362",4.84977105968012,-1.70012461259157,9.6890379300577e-33,3.1166914754826e-31
"ENSG00000186642",-3.06868961332508,3.57675072192157,1.06938234043714e-32,3.43448558281496e-31
"ENSG00000077327",3.96488441148532,2.7327023526422,1.08840271446238e-32,3.49007625137511e-31
"ENSG00000113763",4.02387994517568,1.25797733487876,1.13198870176733e-32,3.62414090798161e-31
"ENSG00000132911",-3.20083391341729,-0.96101953467096,1.17919641361175e-32,3.7693623290279e-31
"ENSG00000164287",-3.23613418730471,-1.27160584751036,1.22400924818828e-32,3.90648585407695e-31
"ENSG00000170190",-3.06299042447118,4.78259916404672,1.24543089342246e-32,3.96864338132152e-31
"ENSG00000162687",3.9251646411404,5.07231187041245,1.37757702009298e-32,4.38288701213356e-31
"ENSG00000223985",-3.09365983774865,0.373572069331991,1.51095771391497e-32,4.79976193420279e-31
"ENSG00000091583",-3.07043597425285,1.60574198229666,1.64479671522805e-32,5.2167938118757e-31
"ENSG00000141052",-3.09060843469382,0.384752867647975,1.7035039336607e-32,5.39460546942178e-31
"ENSG00000172023",4.38458956945081,-0.940129848210719,1.86072410389353e-32,5.88334998058987e-31
"ENSG00000034971",-3.20864235424642,-1.13677237497598,1.8758745350962e-32,5.92207202302662e-31
"ENSG00000237989",-3.1214246664312,-0.036252207619216,1.9236885326684e-32,6.06363275660576e-31
"ENSG00000167741",-3.05140599355309,5.33035308528513,2.02275157779373e-32,6.36604871566749e-31
"ENSG00000176387",-3.04943931747599,8.1250100722909,2.11093580166881e-32,6.63334741744742e-31
"ENSG00000198743",-3.04577552200117,6.97780468984653,2.5008597061872e-32,7.84654351507412e-31
"ENSG00000255082",4.38206146438311,-0.973339383494951,2.53538561519851e-32,7.94265042033155e-31
"ENSG00000134853",-3.04713004891424,4.05258660210673,2.62289919172621e-32,8.2042033920344e-31
"ENSG00000249628",4.11201161580452,0.0903531155328152,2.68587114468108e-32,8.38830874802848e-31
"ENSG00000287544",4.08502245543459,0.251597324889304,2.91000556257233e-32,9.07441184145263e-31
"ENSG00000288575",-3.32562843821582,-1.92523615958906,3.12453910056299e-32,9.72852678120329e-31
"ENSG00000100433",-3.05646102551735,1.49438566856659,3.19468105635303e-32,9.93175693037557e-31
"ENSG00000130707",-3.03971024877509,8.56085376697372,3.22664474510502e-32,1.00158588937095e-30
"ENSG00000143954",3.9298868318224,2.52843731173939,3.23390990090865e-32,1.00231547901415e-30
"ENSG00000139269",4.01985991033059,0.789559757044669,3.24053638292428e-32,1.00284520475505e-30
"ENSG00000151632",3.88690056792877,6.11642733734609,3.90083679729208e-32,1.20535857036325e-30
"ENSG00000159167",-3.03559149742736,5.96165099367139,3.97019938863836e-32,1.22493564798624e-30
"ENSG00000132688",-3.03409205592336,5.75086482779096,4.26081031682863e-32,1.31261277343509e-30
"ENSG00000251003",3.91701051995576,2.41934937492714,4.95792442659611e-32,1.52506652723983e-30
"ENSG00000260163",4.2980806521694,-0.846594449553129,5.58398334813484e-32,1.7150565723172e-30
"ENSG00000117069",3.89864490305152,2.83919687480363,6.22119126178785e-32,1.90789435478047e-30
"ENSG00000115252",-3.02177917741425,6.73068343548652,7.15753815997311e-32,2.19175425277014e-30
"ENSG00000092377",-3.11933377572633,-0.55949001001226,7.82007751473026e-32,2.39104439033597e-30
"ENSG00000254233",3.98261118080328,0.789762589433359,8.36785336001617e-32,2.5547006201223e-30
"ENSG00000146070",3.8938402163173,2.54176578283217,8.5206894811596e-32,2.5974729638082e-30
"ENSG00000179761",-3.0181258754137,5.45501641476439,8.62097630621021e-32,2.62412225057987e-30
"ENSG00000175745",-3.01868273939486,3.91979136488823,9.18012732101939e-32,2.79015673002786e-30
"ENSG00000196549",-3.01557617258283,7.18897825491508,9.32892131463777e-32,2.83116103111195e-30
"ENSG00000260943",3.94361898512866,1.13361229712564,1.13664043970834e-31,3.44437520466745e-30
"ENSG00000283071",4.39720099224016,-1.19698636309633,1.18187138432362e-31,3.57612537268485e-30
"ENSG00000073849",-3.00762303345679,7.88713423934547,1.31133447411386e-31,3.96197855778935e-30
"ENSG00000112214",-3.01735905553287,2.20070032431633,1.31872832169723e-31,3.97842387465879e-30
"ENSG00000145526",-3.23271193049126,-1.66071282842059,1.36610199578916e-31,4.11525614507004e-30
"ENSG00000050438",-3.01189684830049,2.69616377017067,1.47132487206215e-31,4.42569313286659e-30
"ENSG00000180875",-3.13481765677608,-0.948064850616064,1.59052555660531e-31,4.77719855690849e-30
"ENSG00000186479",-3.03354934068723,0.498911955495192,1.76983136707665e-31,5.30793248531782e-30
"ENSG00000178033",-3.01027040930123,2.12159978146732,1.83655895290338e-31,5.49996817702079e-30
"ENSG00000184344",-3.07884237580597,-0.263931798814691,1.87749191860981e-31,5.61430647919773e-30
"ENSG00000287906",-3.01648631936039,0.959909636380345,2.48761062107627e-31,7.42786691160021e-30
"ENSG00000265107",-2.99076638907669,3.59268125859316,3.18231589278702e-31,9.48832606980973e-30
"ENSG00000258947",4.15438131201971,-0.643084414410675,3.28785433025642e-31,9.7886863082116e-30
"ENSG00000231826",-3.1147279279515,-1.03471775165113,4.97746056635519e-31,1.47974243134472e-29
"ENSG00000140285",-2.98420881256136,2.36613559808676,5.2579709737335e-31,1.56085968032491e-29
"ENSG00000253177",-3.03296763360082,0.154013401015156,5.35894199203014e-31,1.58852126432358e-29
"ENSG00000170180",-3.09805850838321,-0.893037057092547,5.56293275908803e-31,1.64659580099915e-29
"ENSG00000104899",3.94054076666064,0.419573872021486,6.10842042363988e-31,1.8054366104306e-29
"ENSG00000204540",3.79551862894915,2.79050223765451,6.12966434743377e-31,1.80909370045679e-29
"ENSG00000124343",-3.20522285689233,-1.73568760725544,6.37824494966627e-31,1.87973883675569e-29
"ENSG00000216863",-3.24727065401572,-1.94803027085858,6.54029050030394e-31,1.92471406151802e-29
"ENSG00000112337",3.79084905145898,2.88048182461069,6.87179646002563e-31,2.01935759374298e-29
"ENSG00000105825",3.78040904321245,7.86286364367929,7.36246259333934e-31,2.16043254861241e-29
"ENSG00000258474",4.01952126877674,-0.196133512987907,7.54896497504939e-31,2.21197689225801e-29
"ENSG00000185567",3.77246089204099,6.30169075778953,9.29936671708122e-31,2.72096534904095e-29
"ENSG00000271714",-3.16375857118996,-1.56499103557201,1.02003008394872e-30,2.98029993295847e-29
"ENSG00000153234",-2.96135012230745,4.62733071470104,1.03889433782112e-30,3.0310745530077e-29
"ENSG00000127083",-2.9953708035583,0.360277122244346,1.04149840746845e-30,3.03433121741595e-29
"ENSG00000130270",3.80586438863839,2.15424027996375,1.21540158717564e-30,3.5359343750157e-29
"ENSG00000165899",-2.96486026776085,2.16071937461312,1.27750535488364e-30,3.71131683867478e-29
"ENSG00000180432",-2.95604701839156,3.87913646818996,1.37577985900544e-30,3.99113149993697e-29
"ENSG00000188060",3.76220384553063,2.82366155233192,1.52786928027603e-30,4.42604632129963e-29
"ENSG00000257894",-2.98482626626403,0.418616340203978,1.5317901490258e-30,4.4311103970542e-29
"ENSG00000258907",4.31379095909156,-1.30890112829207,1.54540766008416e-30,4.46417051271336e-29
"ENSG00000250366",3.75743134419707,3.49511369419025,1.59721602122219e-30,4.6073017732398e-29
"ENSG00000142102",3.75077926106003,8.23402308667935,1.66563634437111e-30,4.79787960552321e-29
"ENSG00000080293",-2.95361925433656,3.06926087216047,1.68578346569232e-30,4.84906459793077e-29
"ENSG00000145107",4.72803061525658,-1.95375227462438,1.7457901126178e-30,5.01459768404612e-29
"ENSG00000261040",3.83785274782975,1.13196647110433,1.76924808752843e-30,5.07483059030306e-29
"ENSG00000287725",-2.96048225494087,1.65347526285558,1.85056822999564e-30,5.30063040484987e-29
"ENSG00000227906",4.00726925718909,-0.342059257304726,1.89396091096935e-30,5.41731259723827e-29
"ENSG00000143001",-2.9712226544197,0.766161641446829,1.98808156440396e-30,5.67856238437736e-29
"ENSG00000127329",-2.94452361853959,6.27784456308466,2.02562573046727e-30,5.77770785274819e-29
"ENSG00000174776",-3.25058763298364,-2.1027872785484,2.12557732616266e-30,6.05433295946385e-29
"ENSG00000159307",-2.95676915956037,1.53034566405506,2.29035517536682e-30,6.51457509713123e-29
"ENSG00000124875",3.73983052834722,5.49315784830183,2.32367286549887e-30,6.60013710570808e-29
"ENSG00000235688",4.08623356553491,-0.726993831561511,2.36263561165218e-30,6.70147297135392e-29
"ENSG00000106031",3.87723175433475,0.470328501855396,2.56334363789258e-30,7.26067085433074e-29
"ENSG00000182580",-2.94578017780321,2.45539919154767,2.66192860290501e-30,7.52945519107417e-29
"ENSG00000254211",-2.98923098286433,0.190053700176498,3.06246516247433e-30,8.65040367361516e-29
"ENSG00000073754",4.0354993167244,-0.57269023858195,3.0704301673613e-30,8.66090633930378e-29
"ENSG00000128849",-2.93199930296657,7.61424689772345,3.4076709243715e-30,9.59890066735253e-29
"ENSG00000197595",3.97455062712699,-0.311094438162947,3.5233711506544e-30,9.9111215512339e-29
"ENSG00000168032",-2.98943055335381,0.0892134823735518,3.61018210391865e-30,1.01413297282806e-28
"ENSG00000173227",3.72638586079827,2.92087223167095,4.03053265792057e-30,1.13065588756028e-28
"ENSG00000286733",3.82104123813069,0.857614766495768,4.43125634738329e-30,1.24136046632603e-28
"ENSG00000143502",-2.9268754154118,4.54637182287242,4.55574225949064e-30,1.27448295802541e-28
"ENSG00000148204",-2.92801677009286,2.96105043477637,5.11017575912416e-30,1.42762910180244e-28
"ENSG00000153132",3.7543399475817,2.05307238947241,5.23275600863845e-30,1.45987450123355e-28
"ENSG00000167244",-3.02949417694779,-0.760159299678209,5.43471264562074e-30,1.51414658052991e-28
"ENSG00000260807",3.71618616786338,2.74659379825483,5.48386273427007e-30,1.52575575174221e-28
"ENSG00000054356",4.28570685526957,-1.41110325213905,6.54483765431264e-30,1.81703800355574e-28
"ENSG00000281327",-3.22145853337382,-2.11401605698315,6.54860710313559e-30,1.81703800355574e-28
"ENSG00000022267",3.69911739778581,9.78478852938934,6.87827110026768e-30,1.90591658721276e-28
"ENSG00000125895",3.95381545102864,-0.36059958263019,7.03708262195447e-30,1.9472762956871e-28
"ENSG00000182050",-3.07313139056863,-1.28969382051136,7.55932501995363e-30,2.08895493844085e-28
"ENSG00000155886",-3.07117963047593,-1.27696510000788,7.69351222054106e-30,2.12315951590953e-28
"ENSG00000158050",-2.9126377311937,3.41124608126726,9.19100437868593e-30,2.53299112566109e-28
"ENSG00000284652",3.72722709818416,2.23733596659448,9.31490781902391e-30,2.56367381998885e-28
"ENSG00000072041",3.75007789284768,1.54215249930031,9.80243412824234e-30,2.69421619422337e-28
"ENSG00000204538",4.38183680302595,-1.63615670756994,1.03337935876586e-29,2.83643857909434e-28
"ENSG00000260634",4.10448902037846,-1.02248516343562,1.04794856883122e-29,2.87256224633656e-28
"ENSG00000148053",-2.90531570029874,5.98410803475929,1.08144822594141e-29,2.96041008320123e-28
"ENSG00000229953",3.80667322416236,0.543911424525668,1.2502574252355e-29,3.41792894507411e-28
"ENSG00000182168",-2.91873767727626,1.34788236775152,1.25229576352858e-29,3.41891831344067e-28
"ENSG00000152785",-3.01432435803479,-0.857482059061095,1.3525923131839e-29,3.68780315976904e-28
"ENSG00000169126",3.71208965464788,2.17871228971342,1.45861470986241e-29,3.97156053310201e-28
"ENSG00000004848",3.93591333574525,-0.439735330974283,1.51637527705501e-29,4.12332765336798e-28
"ENSG00000245750",-2.90967932270938,1.71277676617139,1.55233034985113e-29,4.21547605257843e-28
"ENSG00000277011",-2.91171851094383,1.33260266420571,1.69567345851718e-29,4.59861230226056e-28
"ENSG00000101197",3.71841574226311,1.71173191475299,1.8682857674189e-29,5.0600026481728e-28
"ENSG00000128710",-2.89523202148022,3.60441939139131,1.87647279254358e-29,5.07543582641031e-28
"ENSG00000078900",3.84029186515141,0.0858763320146026,1.9169116894397e-29,5.17794662177924e-28
"ENSG00000232006",3.81853576116735,0.250895231852632,1.97972158194407e-29,5.34053464843484e-28
"ENSG00000198064",4.07993858616406,-1.04465496656963,2.02091181356131e-29,5.44444855029977e-28
"ENSG00000167549",3.68876619215272,2.48371870245141,2.21046875870244e-29,5.9472691114746e-28
"ENSG00000255026",3.65816201394659,4.63334019587235,2.2523193354107e-29,6.05188412732092e-28
"ENSG00000137648",-2.88834047235999,4.51564715349007,2.33525753691471e-29,6.2664792378735e-28
"ENSG00000286144",3.75241529289585,0.863055878596138,2.53341748372121e-29,6.78929253127601e-28
"ENSG00000228058",4.36748845131715,-1.69892297936503,2.56042057329299e-29,6.852653172144e-28
"ENSG00000070182",-2.89261830735011,2.0459867570897,2.82539619173542e-29,7.55191742257564e-28
"ENSG00000196767",-2.93682161779295,0.100067466095293,3.03607738111419e-29,8.1044191244035e-28
"ENSG00000111012",-2.88277811357711,3.35589321645783,3.26317703978949e-29,8.69924608489762e-28
"ENSG00000145362",-2.87837145313947,6.81880981572333,3.33124441614369e-29,8.86911209175383e-28
"ENSG00000270540",4.08852140273261,-1.14822306724846,3.52112904033069e-29,9.36243880684537e-28
"ENSG00000184347",-2.87668139304915,5.47973087514435,3.66765601935667e-29,9.73934594515103e-28
"ENSG00000168079",-2.90938507037996,0.283638560344132,4.17507681475615e-29,1.10723688634769e-27
"ENSG00000076864",-2.87215841262699,7.333277442553,4.30505147750028e-29,1.14022363418365e-27
"ENSG00000272711",3.72325917674734,0.935065357188788,4.69368309579227e-29,1.24154310059128e-27
"ENSG00000223914",3.62607622412088,5.39888676650251,5.26917031098032e-29,1.39196190831778e-27
"ENSG00000187123",-2.89226232666798,0.794815929642874,5.36183155279773e-29,1.41460792610294e-27
"ENSG00000198744",-2.86613807753407,4.9657614024128,5.81290639138465e-29,1.53163324219507e-27
"ENSG00000187726",3.74936231120328,0.482523778606777,6.03001590446277e-29,1.58678895942727e-27
"ENSG00000260903",4.09250814506035,-1.23421967261961,6.14302550996298e-29,1.61444410116218e-27
"ENSG00000273032",3.62185268198804,3.97433973926004,6.30233849302873e-29,1.65418135427063e-27
"ENSG00000155719",3.76216728818427,0.295312494633578,6.99090479318724e-29,1.83255157265116e-27
"ENSG00000077942",-2.86077588172899,5.23354819754771,7.20585869520861e-29,1.88647345609864e-27
"ENSG00000184905",-2.86550023932048,2.19172276297506,8.41846174084692e-29,2.20110395824144e-27
"ENSG00000196511",3.60684512995716,5.59984658751818,8.85774537194643e-29,2.31299435487164e-27
"ENSG00000121933",3.68286819618479,1.15988599995668,9.25918877722812e-29,2.4147301268899e-27
"ENSG00000131471",-2.85426127291143,4.19695529672377,9.96005066072594e-29,2.59419250542586e-27
"ENSG00000152128",3.60307941330889,4.53310570605421,1.01732067463511e-28,2.6463313569526e-27
"ENSG00000230387",-3.0282234690197,-1.52048410565356,1.28246788311777e-28,3.33180254882851e-27
"ENSG00000235385",4.32368343551187,-1.78869963530297,1.41291836726259e-28,3.6660378094088e-27
"ENSG00000143469",3.58903714950364,3.2729364774388,1.63993994446391e-28,4.24967410767433e-27
"ENSG00000110148",4.20438480897569,-1.60633954435426,1.7607752393343e-28,4.55701145063246e-27
"ENSG00000164778",3.72294157705903,0.308979184336019,1.77002078387785e-28,4.57513356988655e-27
"ENSG00000180316",-2.86013952989629,0.917073949214373,1.86147767946036e-28,4.80543997403982e-27
"ENSG00000206538",-2.84651414523783,2.07462588531944,1.91908434760862e-28,4.94788953035779e-27
"ENSG00000122679",-2.83606068207509,4.20337686421899,2.12623704622427e-28,5.4750603940275e-27
"ENSG00000168135",3.67546026610899,0.689689688968975,2.4623749861504e-28,6.33261985719437e-27
"ENSG00000225649",-2.9700494450476,-1.18764735159952,2.50612014719222e-28,6.43700431761186e-27
"ENSG00000104833",3.57042529161485,4.00426047466044,2.54720666706684e-28,6.53430600857372e-27
"ENSG00000248837",3.86695015495774,-0.708524400125872,2.59798562737421e-28,6.65619583978261e-27
"ENSG00000108244",3.5725544249206,2.86529121292263,2.70551971195688e-28,6.9230074034691e-27
"ENSG00000116039",-2.90453694747615,-0.387739361626629,2.8248618883776e-28,7.21932748766577e-27
"ENSG00000244953",-3.01376897197339,-1.56942817530896,2.83333136757957e-28,7.23190987614739e-27
"ENSG00000198670",-2.91505106979545,-0.572753715974431,2.90804629257141e-28,7.41333701133768e-27
"ENSG00000183171",3.77022995060809,-0.228505262960908,2.94556347763963e-28,7.4996031913836e-27
"ENSG00000186451",3.79484158837448,-0.390098598381766,3.09350745488732e-28,7.86645773503392e-27
"ENSG00000133687",-2.82463037551396,4.5044689013845,3.35601569541889e-28,8.52336041000908e-27
"ENSG00000240498",4.06736973584698,-1.41922112840774,4.28862033789804e-28,1.08783735287429e-26
"ENSG00000158825",-2.83017206830212,1.57205554886979,4.51152652347024e-28,1.14295741515096e-26
"ENSG00000104321",3.59377362180402,1.78765474987549,4.57130140232664e-28,1.15666402976488e-26
"ENSG00000174939",3.54701084587495,3.91592992526011,4.83490053300671e-28,1.22184586704013e-26
"ENSG00000257838",3.85662806473684,-0.812859230464188,5.57923057937374e-28,1.4082033222246e-26
"ENSG00000130700",-2.88176024305523,-0.285186192621889,5.60284434099915e-28,1.41241542015249e-26
"ENSG00000183196",-2.83768249478052,0.608173949516409,5.90519853499786e-28,1.48679776447835e-26
"ENSG00000159399",3.53215365749694,5.50325933682739,6.74674731907552e-28,1.69658649599539e-26
"ENSG00000164867",-2.81043252201653,2.79705984807074,7.21356702572858e-28,1.81174243747178e-26
"ENSG00000165874",3.77579951368652,-0.494402164563511,7.3745081111917e-28,1.84988583541997e-26
"ENSG00000197769",3.56163585138999,2.17384527642538,7.8823714165e-28,1.97485359543122e-26
"ENSG00000007001",-2.80461896413724,3.31397016132347,8.48812730788615e-28,2.12401065419669e-26
"ENSG00000186854",3.52894484893864,2.91934680669076,8.73403390793631e-28,2.18286626860849e-26
"ENSG00000284948",3.63557472191332,0.54392021996289,8.96097414707465e-28,2.2368434119393e-26
"ENSG00000119547",3.55378474527009,2.03452767227789,1.06531524363199e-27,2.65599499738762e-26
"ENSG00000224137",3.76023099770365,-0.508723653009309,1.11538446956014e-27,2.77742989892667e-26
"ENSG00000101440",3.76094641409643,-0.538144162176825,1.24514271927234e-27,3.09676105083415e-26
"ENSG00000143603",-2.79472955290978,2.70236069367181,1.39995481462329e-27,3.47754914609348e-26
"ENSG00000259459",-2.81435268346151,0.712608474244801,1.40999579938637e-27,3.498230454098e-26
"ENSG00000176029",-3.04929500329612,-2.03089372450337,1.41262909713658e-27,3.50050520133699e-26
"ENSG00000259430",3.78756010807622,-0.709235485729787,1.50055798869588e-27,3.71388102202231e-26
"ENSG00000237187",-2.78845631974198,2.76994118395515,1.78842256869021e-27,4.42098058980219e-26
"ENSG00000196754",-2.78128906070343,4.87546306727226,1.97070912576144e-27,4.86569514658339e-26
"ENSG00000137872",-2.78102408947625,5.00143672255693,1.98238582560483e-27,4.888606593396e-26
"ENSG00000151012",3.50033530619889,2.57776900473226,1.99490044874701e-27,4.91352654006601e-26
"ENSG00000232110",3.49577251733541,3.00942163434117,2.10989036224502e-27,5.19048299730097e-26
"ENSG00000270230",3.85457275854477,-1.0485791218056,2.21962451291295e-27,5.45385811040322e-26
"ENSG00000182107",-2.77487150336415,4.79534554604418,2.57228519531914e-27,6.31277789089512e-26
"ENSG00000198515",-2.78543455403541,1.77076449169595,2.61503337308671e-27,6.40997483302047e-26
"ENSG00000172478",-2.77627387368002,2.99547274321651,2.83701386766436e-27,6.94574559629616e-26
"ENSG00000134202",-2.77056157041773,6.86526430673177,2.9260776887128e-27,7.15520724024086e-26
"ENSG00000213963",-2.77227046178444,3.57170114088313,3.11007115497907e-27,7.59602289037643e-26
"ENSG00000104537",3.47139522191103,5.34740674139662,3.48992069258032e-27,8.51356968953146e-26
"ENSG00000163794",3.58814613715548,0.410913875956794,3.85143718136992e-27,9.38425446557446e-26
"ENSG00000205078",3.49421558841631,2.39975433588576,4.05455104790666e-27,9.86736444761437e-26
"ENSG00000227502",3.45949895363141,3.80929449191069,5.16028986076024e-27,1.25433791919362e-25
"ENSG00000274312",3.56997537619844,0.44902855142254,5.55240179881977e-27,1.34804383672774e-25
"ENSG00000251365",3.6840427765451,-0.491810859492519,5.89029426350192e-27,1.42837884910652e-25
"ENSG00000157703",-2.77569369018674,0.885206185765008,5.9924820917161e-27,1.45143325152563e-25
"ENSG00000163293",-2.7537739856658,3.05209748128562,7.03626748933499e-27,1.70222585026688e-25
"ENSG00000187955",-2.74881600564349,5.187502574604,7.33963782855401e-27,1.77351390847785e-25
"ENSG00000132517",3.479806029789,1.9841272887118,7.66418758790834e-27,1.84974487180832e-25
"ENSG00000145692",-2.74629942921171,7.7742586587031,7.81938249450294e-27,1.88497029069613e-25
"ENSG00000246366",3.5181022890451,0.959097085607946,8.30680909873339e-27,2.00010702195477e-25
"ENSG00000171502",-2.81708781137945,-0.383342099058761,8.63201653677418e-27,2.07595926003505e-25
"ENSG00000132622",-2.74742709338709,2.57725878358448,9.86392160333237e-27,2.36943247559906e-25
"ENSG00000167476",3.51658869135868,0.823194154882295,1.06469917782792e-26,2.55452647442619e-25
"ENSG00000165124",-2.74024783064315,4.03306290638015,1.10061985188518e-26,2.63760766854834e-25
"ENSG00000117643",-2.73473573248409,4.85973306479798,1.31528944256674e-26,3.14835832062279e-25
"ENSG00000285963",-2.80998338783058,-0.493436082071406,1.43054707490107e-26,3.42023177556067e-25
"ENSG00000151715",-2.732597876441,4.50180195421323,1.45792235507038e-26,3.48160052802169e-25
"ENSG00000174175",-2.73570638263374,2.87837223865397,1.50185380311477e-26,3.58231654511376e-25
"ENSG00000185666",-2.78228404126658,0.0613179543460706,1.52817186471724e-26,3.64083376273872e-25
"ENSG00000135919",3.41401045589716,8.89451738395953,1.57354357097598e-26,3.74455631114168e-25
"ENSG00000182379",3.41906638020474,2.46315516917474,1.79915777176368e-26,4.27645962673059e-25
"ENSG00000050030",-2.74099174227618,1.42947023235665,1.80985375542685e-26,4.29687514414145e-25
"ENSG00000230937",3.75927159881732,-1.06637813494205,1.81518925284029e-26,4.30453135144476e-25
"ENSG00000163431",-2.72776843597203,3.50094637534826,1.90936201049172e-26,4.52259336143648e-25
"ENSG00000232057",3.94262417224663,-1.59843851711665,1.96622070037432e-26,4.65186832522435e-25
"ENSG00000124134",3.41246956467424,2.8791042329035,2.00419729489654e-26,4.73622243709387e-25
"ENSG00000149926",4.26004525360365,-2.13339695534928,2.01471061848863e-26,4.75555652239088e-25
"ENSG00000146197",-2.72903015091869,2.46236239114569,2.12314924958277e-26,5.00572321340936e-25
"ENSG00000119283",3.54457784671708,0.100916052887657,2.31586468369331e-26,5.4537811038385e-25
"ENSG00000236882",-2.74998006137948,0.31063348765216,2.65572167290256e-26,6.24691900774797e-25
"ENSG00000244694",3.39571709034678,4.34301584830266,2.75349581038983e-26,6.46944626233758e-25
"ENSG00000168676",3.54892509155173,-0.0186351799397122,2.86196477957607e-26,6.71656038143548e-25
"ENSG00000005001",-2.72552258595401,1.82405868244908,2.898089844956e-26,6.7935223331072e-25
"ENSG00000148798",3.65659600571641,-0.727377565726798,2.98546448145193e-26,6.99030569859136e-25
"ENSG00000197901",-2.71070382535533,7.26473457956131,3.31226350833091e-26,7.74659426478218e-25
"ENSG00000196092",-2.84735388422689,-1.27254318667257,3.45648828681436e-26,8.07464170919725e-25
"ENSG00000285640",-2.94204420607661,-1.95664754164106,3.56351695651447e-26,8.31514471523525e-25
"ENSG00000185070",-2.7169455991178,2.1192893922252,3.74467515463415e-26,8.72787486898388e-25
"ENSG00000226453",3.49607008791359,0.40016542909803,3.79366282852558e-26,8.83195887271127e-25
"ENSG00000180318",-2.79133332485644,-0.691137439287186,4.65456189399758e-26,1.08238466666119e-24
"ENSG00000197308",-2.72830372209156,0.646518025220603,4.7322289222397e-26,1.09919221685827e-24
"ENSG00000175877",3.80527293248236,-1.37118370634401,4.89153326900819e-26,1.13490249702108e-24
"ENSG00000121905",3.48363481921492,0.368507971249415,5.49373680840496e-26,1.27317350534785e-24
"ENSG00000106976",3.36763517328049,6.39984376369055,5.50763680333263e-26,1.27494602686908e-24
"ENSG00000287804",3.93585947313327,-1.71596000716279,6.06370630412217e-26,1.40207739644294e-24
