"","logFC","logCPM","PValue","FDR"
"ENSG00000236098",3.04375258171982,0.423425294140856,2.12880097604544e-21,3.80831290398866e-20
"ENSG00000206579",2.9695099463893,2.57110415856485,2.1342909956826e-21,3.8147879549475e-20
"ENSG00000131746",-2.44107522242871,1.02419724368636,2.19330243109638e-21,3.91683097896493e-20
"ENSG00000197245",-2.44503369146159,0.743393204367894,2.19628621612783e-21,3.91872800452414e-20
"ENSG00000115457",-2.42343806528976,5.58957237352145,2.19864060708619e-21,3.9194996976325e-20
"ENSG00000154118",3.22191763970871,-1.14739973889308,2.23149258339749e-21,3.97459037081295e-20
"ENSG00000211892",-2.42211658117492,5.65012961656002,2.3056036064261e-21,4.10300872159284e-20
"ENSG00000227456",-2.5565761412057,-1.5161829132966,2.43267401402963e-21,4.32536650759548e-20
"ENSG00000186867",2.96055227654072,3.29087690922012,2.46360039644718e-21,4.37653889243412e-20
"ENSG00000134042",-2.42170880562379,3.70357084113931,2.52813789206639e-21,4.48727973636223e-20
"ENSG00000159708",2.96533929502291,2.18121194675807,2.53312809421826e-21,4.49222733508585e-20
"ENSG00000079102",-2.43403300174833,1.1921695360301,2.63369592864159e-21,4.66651561848102e-20
"ENSG00000238045",3.00567491079551,0.99129131224549,2.76435281047947e-21,4.89376833480193e-20
"ENSG00000095303",-2.41717622238581,5.21487763730155,2.79147647344399e-21,4.9374996703744e-20
"ENSG00000159625",2.95485206202382,3.04580249259295,2.91410998681664e-21,5.14994446023732e-20
"ENSG00000287338",-2.42839118414898,1.40169993664554,2.98476980445352e-21,5.27025068329221e-20
"ENSG00000249396",2.99512597699276,1.17304498351768,3.03990816388577e-21,5.36296601161646e-20
"ENSG00000188517",-2.42687664812114,1.46366952909141,3.08641835432465e-21,5.4403125253325e-20
"ENSG00000197943",-2.41315984667513,5.86926095640555,3.19262316278576e-21,5.62265602606674e-20
"ENSG00000137860",-2.44780442801967,0.0733517734182398,3.24142325664277e-21,5.70367436548513e-20
"ENSG00000222047",-2.49425751696623,-0.839992465835185,3.24989706240044e-21,5.71365523194781e-20
"ENSG00000161082",3.02816184972722,0.384595943464477,3.26692314603934e-21,5.73864174335283e-20
"ENSG00000188505",-2.4435212694844,0.222073179510739,3.32741659545681e-21,5.83987384231894e-20
"ENSG00000176170",2.9466838959782,3.98376611699509,3.33222392791968e-21,5.84328244075615e-20
"ENSG00000175294",3.09670596062287,-0.449955516973212,3.35607615870203e-21,5.88005302238568e-20
"ENSG00000034239",3.01775899541766,0.54287267746142,3.3762461033897e-21,5.91031442339309e-20
"ENSG00000158578",3.02755220680311,0.364155740962626,3.40865056001931e-21,5.96192277195829e-20
"ENSG00000224318",2.97091459821708,1.90194567234341,3.43880734914365e-21,6.00951474536723e-20
"ENSG00000286872",3.19599488920272,-1.15394979138104,3.96149328444794e-21,6.91701147628693e-20
"ENSG00000134258",-2.40594643740157,5.54535871994072,4.18324889362768e-21,7.29796218448613e-20
"ENSG00000117009",-2.4091352841542,2.97759279461063,4.28923986411504e-21,7.47647502468052e-20
"ENSG00000182674",3.15933563890126,-0.977711483504806,4.31090432826308e-21,7.50782091123802e-20
"ENSG00000152315",-2.4121361248391,2.1752667903668,4.36525934961495e-21,7.59599822321223e-20
"ENSG00000002746",-2.40684750982407,3.35703715740786,4.48296037827115e-21,7.79415975741363e-20
"ENSG00000124140",3.17734672599032,-1.09229639238182,4.55291051467813e-21,7.90903381910953e-20
"ENSG00000172403",-2.4029168716656,4.80772523539006,4.76395739971058e-21,8.26860827316574e-20
"ENSG00000166866",3.2516312484251,-1.44844157046595,4.95479717716338e-21,8.59252836998894e-20
"ENSG00000179242",2.93275652402404,3.14450896270171,5.03980300564573e-21,8.7325184789413e-20
"ENSG00000109846",2.926508284742,11.5736027166079,5.13080509286467e-21,8.88265187299508e-20
"ENSG00000186007",3.12540116927152,-0.825928644697992,5.30035481532824e-21,9.16840000880441e-20
"ENSG00000276067",2.98854236251974,0.70920971074468,5.58185715055697e-21,9.6471520956321e-20
"ENSG00000215218",-2.40208378208355,2.8166921945945,5.66078374897588e-21,9.77527720377766e-20
"ENSG00000095203",-2.40075317613108,3.22589901450112,5.6701922912116e-21,9.78324040498894e-20
"ENSG00000185942",2.92903608065765,2.88990123672302,5.68684989447163e-21,9.80368696093444e-20
"ENSG00000177234",-2.49500142267545,-1.11968011455336,6.01316176907329e-21,1.03574679998717e-19
"ENSG00000157404",-2.39670734797895,4.39476628539257,6.07157984178672e-21,1.0449265763156e-19
"ENSG00000154620",-2.48073500503941,-0.935866041914073,6.36705542746758e-21,1.09485437089185e-19
"ENSG00000159261",-2.39690621286395,3.32303919556358,6.46306745863811e-21,1.11042795072844e-19
"ENSG00000272183",3.16276711758096,-1.10510023093108,6.51918372890471e-21,1.11912654012864e-19
"ENSG00000145777",2.9283135395282,2.0739096687365,6.57644369166529e-21,1.12800666650817e-19
"ENSG00000120645",-2.40459299035762,1.57870074170502,6.68986064651276e-21,1.14649594978976e-19
"ENSG00000067842",-2.47408276207241,-0.861505832723271,6.8183227273711e-21,1.16753042570954e-19
"ENSG00000131634",-2.39347630253488,3.88360875081491,7.01635022792976e-21,1.2004315985604e-19
"ENSG00000273906",-2.41309151108699,0.723905476940911,7.08121832560322e-21,1.21051438836842e-19
"ENSG00000255920",3.03077572275171,-0.116772767980306,7.15267853910682e-21,1.22170624896603e-19
"ENSG00000166928",2.96812409665175,0.904502734871201,7.45626161717198e-21,1.27249371900088e-19
"ENSG00000153292",-2.38681282222738,5.60445485989002,8.40012036826347e-21,1.43237504005322e-19
"ENSG00000285417",2.90534470063948,5.57226246316456,8.97237145836076e-21,1.52867621989816e-19
"ENSG00000100889",-2.38370739277124,6.69833255772415,9.26976726581286e-21,1.57802699181125e-19
"ENSG00000179388",-2.38705422819667,3.00121377009566,9.55735719309527e-21,1.62562754458703e-19
"ENSG00000152977",3.123509896474,-0.995509340082394,9.89982065701537e-21,1.68238199359891e-19
"ENSG00000271880",3.36548678901486,-1.9222341917771,9.90752561690838e-21,1.68238199359891e-19
"ENSG00000268658",3.14447578268374,-1.12112356909845,1.02519287703857e-20,1.7394162674147e-19
"ENSG00000164122",-2.44182950847813,-0.507706435579122,1.0942946163443e-20,1.85511591070038e-19
"ENSG00000231971",3.02839241757765,-0.29783501734108,1.10371893967119e-20,1.86953854282843e-19
"ENSG00000005513",2.93142423397358,1.54839564685361,1.10655004187958e-20,1.87277855220682e-19
"ENSG00000147434",3.18085217499746,-1.31912563675444,1.11303832832823e-20,1.88219765074012e-19
"ENSG00000165300",2.89871734555095,2.96704041137844,1.20777774460037e-20,2.04071411129908e-19
"ENSG00000139445",-2.55135437708517,-1.88057787541339,1.2119955710918e-20,2.04614550305018e-19
"ENSG00000213759",2.94949901302006,0.860577684594353,1.21742960385318e-20,2.05361946575532e-19
"ENSG00000176692",-2.39945774254686,0.600739459454159,1.24373711163102e-20,2.09626236814901e-19
"ENSG00000169064",2.91882181042209,1.68799941825092,1.3909800302855e-20,2.34249766619674e-19
"ENSG00000186377",-2.38292080984589,1.70686902701422,1.41015308569242e-20,2.37282690013294e-19
"ENSG00000119121",-2.38065176318179,2.00285682078791,1.4200362101134e-20,2.38748709555257e-19
"ENSG00000137261",2.94642781922672,0.774298072716899,1.43158444435386e-20,2.40492035899115e-19
"ENSG00000198754",3.16371919453022,-1.29877129640259,1.44367810901222e-20,2.4232404407568e-19
"ENSG00000281706",3.07451605186842,-0.799748745395069,1.47982984429767e-20,2.48187909906305e-19
"ENSG00000236466",-2.56589749699427,-2.03091872877542,1.53670290134499e-20,2.57514535497369e-19
"ENSG00000118160",3.1689487078388,-1.34728783824551,1.61425147836465e-20,2.70287722904505e-19
"ENSG00000119711",-2.36759144367559,7.95985334458234,1.65039934436142e-20,2.76113570376594e-19
"ENSG00000104879",-2.44356271325973,-0.781086546128211,1.65321005916462e-20,2.76357097922977e-19
"ENSG00000122367",-2.39479559957164,0.332134660466071,1.75996699921553e-20,2.93962055544647e-19
"ENSG00000102003",-2.37763441863104,1.41291729986998,1.86818815944803e-20,3.11782564024411e-19
"ENSG00000148339",-2.36522627115894,4.82240643899274,1.87229608484289e-20,3.12212643943466e-19
"ENSG00000278959",2.93586049115321,0.691217378733151,2.00686252013469e-20,3.34378711075383e-19
"ENSG00000186074",2.9088403993703,1.41546642760839,2.08810480503928e-20,3.47631097093641e-19
"ENSG00000172889",-2.36088654480161,4.38404066574877,2.22533307227841e-20,3.70174899478351e-19
"ENSG00000213424",2.90977666484462,1.23786191443347,2.30905449295466e-20,3.83788568291094e-19
"ENSG00000233355",-2.48248566369092,-1.45669640674107,2.37826427824769e-20,3.94970046340255e-19
"ENSG00000176204",2.98828384797816,-0.256780928107906,2.5185605972615e-20,4.1792941269773e-19
"ENSG00000128052",-2.35628653196645,5.06318334701294,2.5658122704661e-20,4.25424190600696e-19
"ENSG00000265702",-2.44993703024751,-1.09873765226781,2.65441431425657e-20,4.3975731539357e-19
"ENSG00000136244",-2.37139644285086,1.03641743416991,2.70503984238915e-20,4.47780702481204e-19
"ENSG00000106258",2.86056207652706,6.15309890156068,2.73531235793962e-20,4.5242465715994e-19
"ENSG00000226386",2.96594333945543,-0.054654895719739,2.84638588988483e-20,4.70414860926347e-19
"ENSG00000185823",-2.43633710161812,-0.977110512413206,3.18866829235088e-20,5.26556284649424e-19
"ENSG00000145975",-2.51770423153998,-1.85474198613733,3.22085359059583e-20,5.31440842448311e-19
"ENSG00000245694",2.85373505533996,5.57541382447081,3.27100768382088e-20,5.39279957185474e-19
"ENSG00000206432",-2.37156577176862,0.544848290248183,3.48385118054966e-20,5.7390679302205e-19
"ENSG00000180616",-2.35104596713705,2.92132916595483,3.53191608256812e-20,5.81355097561697e-19
"ENSG00000152207",2.85101371116722,4.63770752679567,3.58214494228931e-20,5.89147289943937e-19
"ENSG00000177679",2.85716520298798,2.17058932634942,3.82065295404811e-20,6.27867819056061e-19
"ENSG00000161911",3.1700517341836,-1.53872519644823,3.98948631724685e-20,6.55085217020389e-19
"ENSG00000274317",-2.3981240838907,-0.376084012917859,4.0851740892314e-20,6.70257766498674e-19
"ENSG00000169116",-2.34263192486682,6.11134702707691,4.10696704979103e-20,6.73291688210919e-19
"ENSG00000169684",3.14517129792448,-1.46063053163116,4.4549975673213e-20,7.29760806328921e-19
"ENSG00000065618",2.84390649535451,3.29877863741438,4.60102370980517e-20,7.53076063705992e-19
"ENSG00000154721",-2.34138454195897,3.12120864380642,4.88132550292683e-20,7.98313971986285e-19
"ENSG00000262655",2.83645546856289,7.60929865818216,4.93911571387556e-20,8.07117995743415e-19
"ENSG00000122477",2.86628438145953,1.70315585539484,4.97578559653789e-20,8.12459339117644e-19
"ENSG00000187244",-2.33632001645949,8.823229654586,5.06817098669518e-20,8.26882232821293e-19
"ENSG00000121068",-2.33608313212815,4.94448548099245,5.31144631578016e-20,8.65880385004161e-19
"ENSG00000134138",-2.33765741042973,3.42454270672049,5.42331738825771e-20,8.83411619937123e-19
"ENSG00000230393",3.32204384268148,-2.05235865120831,5.49760103191053e-20,8.94797090540968e-19
"ENSG00000163739",2.83341400760512,4.65679171367195,5.55001972061062e-20,9.02608470351938e-19
"ENSG00000117594",-2.36046529237633,0.413642718148744,5.61933741550523e-20,9.13153523918834e-19
"ENSG00000213918",-2.3341864826215,5.2607163857831,5.63777260421413e-20,9.15419860591903e-19
"ENSG00000134955",2.83505542296464,3.41958117273036,5.67870491429039e-20,9.21332601607304e-19
"ENSG00000189184",-2.33656964569382,3.31270584780895,5.69195252858437e-20,9.22747852686404e-19
"ENSG00000225969",2.8999474498423,0.520181554810798,5.73055828101565e-20,9.28268511382313e-19
"ENSG00000156453",-2.33357798764387,5.46141605145805,5.73691642571835e-20,9.28560901476984e-19
"ENSG00000274286",-2.35104234636386,0.970212530079138,5.74714127663249e-20,9.29478185532458e-19
"ENSG00000171551",-2.3955339052947,-0.575536637872446,6.01676565901189e-20,9.72313144610844e-19
"ENSG00000231441",3.18124727780761,-1.65834071850345,6.03746992549676e-20,9.7488647395551e-19
"ENSG00000239961",2.91116198613875,0.242684421984272,6.29944815488566e-20,1.01638406385078e-18
"ENSG00000272941",2.90238933640922,0.388011033997263,6.36805169006714e-20,1.02664068116387e-18
"ENSG00000232153",2.86239502572419,1.40575845593551,6.4740415810306e-20,1.04290366511483e-18
"ENSG00000160469",2.83362678199484,2.40430341568011,6.58833727278701e-20,1.06047790324561e-18
"ENSG00000224259",3.18597077714679,-1.70016656667929,6.95217673713428e-20,1.11816003451985e-18
"ENSG00000243927",-2.32735666442972,5.5249727763758,7.15298548708763e-20,1.14955071728657e-18
"ENSG00000287424",2.95627920149517,-0.419238069578242,7.39862006079485e-20,1.18809021669173e-18
"ENSG00000287560",2.98181653876864,-0.657675337107247,7.53218729137607e-20,1.20858715672953e-18
"ENSG00000105642",2.93292960106028,-0.198238059488699,7.93247978050335e-20,1.2718159799024e-18
"ENSG00000224812",-2.33506236947106,1.54770181861436,8.16011941982491e-20,1.30728574585946e-18
"ENSG00000188523",2.97165468984989,-0.608620942546838,8.2713301369016e-20,1.32406206288831e-18
"ENSG00000105419",2.81845695705564,3.08779803887367,8.82149661986644e-20,1.41102432992593e-18
"ENSG00000181218",2.8221631673176,2.04403661332743,9.32238156468514e-20,1.4899737431833e-18
"ENSG00000164440",2.86506991969679,0.819599208034934,9.57508217497961e-20,1.52916386747482e-18
"ENSG00000203883",-2.32300444121575,2.73531044490447,9.81410868885362e-20,1.56611058372833e-18
"ENSG00000268964",2.8737063662018,0.584550516434447,9.90104737605411e-20,1.57874871139365e-18
"ENSG00000073737",2.85721802981893,0.857703862749216,1.11370405347432e-19,1.77444378644963e-18
"ENSG00000203999",2.9075145149439,-0.0946532115513462,1.17224268647895e-19,1.86625428165899e-18
"ENSG00000132854",-2.33104908543145,0.89681988528161,1.20397507631745e-19,1.9152782922323e-18
"ENSG00000107984",2.88203080324157,0.246261417284282,1.2383097303813e-19,1.96836232590773e-18
"ENSG00000173432",2.80053871308552,4.0088226941726,1.28826467246768e-19,2.04617365500824e-18
"ENSG00000168081",-2.49091565394189,-1.98001503874262,1.30808184131041e-19,2.07603276822447e-18
"ENSG00000166741",2.7941283701954,7.97568366777238,1.41100254907128e-19,2.23763499111662e-18
"ENSG00000080031",2.80594467407998,1.90769968182386,1.43095824653164e-19,2.2675184521963e-18
"ENSG00000160963",-2.3137175815447,2.38244763045532,1.43569539194009e-19,2.27325868192751e-18
"ENSG00000120279",-2.30912670589636,3.57898244522781,1.47569066187831e-19,2.33477388350243e-18
"ENSG00000270164",2.93321343653127,-0.498676413836581,1.48584344403199e-19,2.34901482151848e-18
"ENSG00000258227",2.83019809532642,1.29971056204646,1.50932280345956e-19,2.3842857671382e-18
"ENSG00000162630",-2.33197884548834,0.423349181981477,1.51841734140728e-19,2.39679591800775e-18
"ENSG00000178809",3.17632004034692,-1.80434558533941,1.52458253143879e-19,2.40466636861274e-18
"ENSG00000099617",2.97159502340468,-0.845243930505787,1.59325128295541e-19,2.5110329725342e-18
"ENSG00000138316",2.85540050179592,0.532336557785506,1.61364073327411e-19,2.54120379261716e-18
"ENSG00000123838",2.90042688533739,-0.186379919376756,1.62409956764642e-19,2.55570112519915e-18
"ENSG00000167107",-2.30370861134962,5.92198870320166,1.64416137134686e-19,2.5852757908441e-18
"ENSG00000112541",-2.305359220904,3.94473484867131,1.64693166870834e-19,2.58763670659769e-18
"ENSG00000180354",-2.30119113996589,6.9459151847893,1.77849306182533e-19,2.792193033323e-18
"ENSG00000064195",-2.43151437930417,-1.57827836142786,1.87324309404295e-19,2.93868612768553e-18
"ENSG00000186197",-2.35393167974681,-0.396042829240866,1.91370190719932e-19,2.99984909265357e-18
"ENSG00000256124",2.9431006660317,-0.701911954580673,1.98058436902881e-19,3.10230703701794e-18
"ENSG00000268758",2.99387332633571,-1.06870592433969,2.0183283923147e-19,3.15900147604498e-18
"ENSG00000144214",2.78008080252418,6.07044506753538,2.02216361092572e-19,3.16257704610575e-18
"ENSG00000156398",-2.29800744168674,5.28085712909971,2.03348323549752e-19,3.17784345630165e-18
"ENSG00000166265",-2.2981178781797,3.70525059367273,2.15670489021689e-19,3.36782844801556e-18
"ENSG00000187583",2.78834580548504,1.94262913442175,2.19035373104787e-19,3.41775623496482e-18
"ENSG00000138615",2.77876875952776,3.73606464307351,2.23870984533582e-19,3.4905388827048e-18
"ENSG00000093134",2.93220468189022,-0.682102354294526,2.38476520543986e-19,3.71542410998781e-18
"ENSG00000276116",2.91008368983364,-0.49380666378876,2.46757072312652e-19,3.84149903262917e-18
"ENSG00000253522",2.85668970134205,0.157414667250564,2.52770681015213e-19,3.93211690970576e-18
"ENSG00000160097",-2.33775206702097,-0.228599357242875,2.6857231953346e-19,4.17474381445533e-18
"ENSG00000146215",2.79841702808009,1.48027286844207,2.90259501571539e-19,4.50841757429549e-18
"ENSG00000248323",2.8393300324946,0.339668071498456,2.96090053147873e-19,4.59547986598001e-18
"ENSG00000015413",-2.28637403080561,7.1123704608168,2.99296480371879e-19,4.64171286745559e-18
"ENSG00000187479",-2.28886885711807,3.43946379538062,3.04178320298825e-19,4.71383941046674e-18
"ENSG00000108813",2.93796608654972,-0.820057472014846,3.06029898699519e-19,4.73893223544267e-18
"ENSG00000164746",2.85219393230219,0.0844554707125237,3.12387254894786e-19,4.83370688643722e-18
"ENSG00000261104",-2.34040888065641,-0.445948440234181,3.23573932426e-19,5.00300741311284e-18
"ENSG00000162004",2.78781030840371,1.75038202361544,3.25689752120995e-19,5.03190667026938e-18
"ENSG00000164330",-2.28896981515452,2.57440036533743,3.32508050788808e-19,5.13336047523614e-18
"ENSG00000140519",-2.28331717360213,6.1243895842818,3.36075130494219e-19,5.18450545484046e-18
"ENSG00000163399",-2.28040975024394,9.72440506870741,3.66226708464064e-19,5.64537225428278e-18
"ENSG00000109832",-2.3074685910428,0.36869046778081,3.6926229812509e-19,5.68786654679991e-18
"ENSG00000115112",-2.27989472422807,7.70085114263139,3.74536662717348e-19,5.76475524487366e-18
"ENSG00000159212",2.7547436478014,5.18016329255704,3.83013069135016e-19,5.89077566511275e-18
"ENSG00000242110",2.75509117093066,4.78785213201247,3.83500121468357e-19,5.89382176128536e-18
"ENSG00000274363",3.02452134658192,-1.40137409999541,3.85051220973909e-19,5.91320376546829e-18
"ENSG00000166035",2.7531783364139,6.43380833604894,3.90851317770011e-19,5.99775904785673e-18
"ENSG00000012223",-2.2785523155468,8.47414203745893,3.91614563772659e-19,6.00495294254106e-18
"ENSG00000157542",-2.39854079414934,-1.51192502524714,4.38762551546197e-19,6.72285760798884e-18
"ENSG00000165238",2.75061629815289,3.73359261236177,4.47448501380858e-19,6.85079935222314e-18
"ENSG00000232977",3.02158608594913,-1.4383256993344,4.78690047049097e-19,7.32363452327027e-18
"ENSG00000186185",2.8293555334402,0.148102358573281,4.82378454081503e-19,7.37453237821453e-18
"ENSG00000256546",2.80289948884742,0.664094691999943,4.83673037451992e-19,7.38878496314302e-18
"ENSG00000079215",2.74600954218217,3.40131970707376,5.12151142975411e-19,7.81797186365309e-18
"ENSG00000261175",2.75160068050525,2.16712260514886,5.1651335353193e-19,7.87866367384456e-18
"ENSG00000149591",-2.27077473277133,5.96214512470581,5.22222245964022e-19,7.95979109431261e-18
"ENSG00000146839",3.23632320599374,-2.15439799329154,5.29316307142606e-19,8.061894524172e-18
"ENSG00000157851",2.8981007640066,-0.702572441548695,5.30114670237914e-19,8.06802879465076e-18
"ENSG00000188906",2.74021401589834,9.51269226758604,5.31223148565552e-19,8.07887016543315e-18
"ENSG00000130307",-2.28498938090675,1.15784372721241,5.3790799168893e-19,8.1744378409121e-18
"ENSG00000111305",2.77096724183352,1.51551347876585,5.49220004792839e-19,8.34012865059208e-18
"ENSG00000288018",2.77757733665667,1.23043316876245,5.56941772081729e-19,8.45109412190088e-18
"ENSG00000223573",-2.29894464577284,0.197248660855646,5.59576845217675e-19,8.48476593410354e-18
"ENSG00000188095",2.84206591893003,-0.153638939303248,5.76896667799461e-19,8.74088457882779e-18
"ENSG00000249669",-2.28183297324966,1.20306712947122,5.90002375447408e-19,8.93281992937969e-18
"ENSG00000100505",2.74165311496878,2.94939243115498,5.92724055606674e-19,8.96736972555083e-18
"ENSG00000237978",2.95064065597908,-1.1195833896914,5.97237828320839e-19,9.02896091236116e-18
"ENSG00000180447",-2.27259121580648,2.46655562990079,5.97972166332739e-19,9.03336619273324e-18
"ENSG00000277559",2.76688910942253,1.43325246889076,6.33237622226888e-19,9.55902891761299e-18
"ENSG00000232053",2.9336905699793,-1.03144376581243,6.38910212384798e-19,9.63752579243755e-18
"ENSG00000151490",-2.26509488172278,5.05806950512036,6.47307457944869e-19,9.75697582951046e-18
"ENSG00000230943",3.20662651764496,-2.11392605594082,6.54516714954796e-19,9.85835589718472e-18
"ENSG00000157554",-2.2660402519092,3.60605601801745,6.66744378277733e-19,1.00351179709196e-17
"ENSG00000280035",-2.45486726018946,-2.10111538947006,7.00481755434347e-19,1.05295834803528e-17
"ENSG00000251442",2.76052932093545,1.52860905132703,7.00629831462134e-19,1.05295834803528e-17
"ENSG00000104059",2.73045940610713,4.72324667802389,7.03005718921087e-19,1.05575100380535e-17
"ENSG00000152578",2.73658511222476,2.18059558831898,7.43599899887855e-19,1.11589230009661e-17
"ENSG00000259374",2.75307033570485,1.76512921896015,7.46221988826021e-19,1.11900376765573e-17
"ENSG00000171243",2.72557199974647,8.51918744345824,7.61701581696091e-19,1.14137707987583e-17
"ENSG00000115353",-2.2810947513382,0.653360421094882,7.73480796042033e-19,1.15817675143034e-17
"ENSG00000186897",2.7676065633261,1.05815845661464,7.94710352867817e-19,1.18909192489995e-17
"ENSG00000249859",2.73569837930056,1.91118950343705,7.99696492557486e-19,1.19567523967869e-17
"ENSG00000065054",-2.25701235388472,5.85541609418828,8.44338430274953e-19,1.26149728549651e-17
"ENSG00000251292",2.74921341109174,1.57351664641754,8.97433454346098e-19,1.33984318213282e-17
"ENSG00000237595",3.15696570157393,-2.03389301962047,9.13062353777366e-19,1.36217949107064e-17
"ENSG00000070669",2.81950168222163,-0.142432737670568,9.44357551168655e-19,1.40783829667643e-17
"ENSG00000055118",2.72062415128187,3.18081982371879,9.69640341653619e-19,1.44447371275996e-17
"ENSG00000189056",2.71476651971615,5.50777503103854,1.01361770213067e-18,1.50888462899655e-17
"ENSG00000231443",2.84547044141722,-0.501734496253652,1.05223261726408e-18,1.56522479916001e-17
"ENSG00000234504",-2.44121142580167,-2.11561880509442,1.13838241268876e-18,1.69214073792817e-17
"ENSG00000236816",2.88955792342058,-0.917279288419806,1.1495022235448e-18,1.70742522556246e-17
"ENSG00000172572",-2.2497116840009,3.54821338037769,1.17891639207597e-18,1.74984140465775e-17
"ENSG00000165816",-2.25498550241072,2.04997808642985,1.18254478512623e-18,1.75395042529923e-17
"ENSG00000133800",-2.25174511336366,2.70193979030765,1.19142841627331e-18,1.76584237801437e-17
"ENSG00000227467",-2.36375393187252,-1.47417320638144,1.20683226312086e-18,1.78737379622998e-17
"ENSG00000119535",2.70877690504951,3.852371265321,1.23647464423729e-18,1.82994658160924e-17
"ENSG00000158859",-2.24900718804132,3.19819642585334,1.24195555977881e-18,1.83672528543358e-17
"ENSG00000286042",2.74151542479425,1.30317389629866,1.25243620477474e-18,1.85088289566493e-17
"ENSG00000168309",-2.245423349437,5.5835376170757,1.26673194789781e-18,1.87065397142852e-17
"ENSG00000132677",-2.24779242790366,3.38123046936447,1.27543439519289e-18,1.88214247869493e-17
"ENSG00000082196",2.70527076741631,5.0736462412555,1.28893317796999e-18,1.9006871461692e-17
"ENSG00000175445",-2.2444143560519,4.97932838341133,1.32853007751082e-18,1.95766202317598e-17
"ENSG00000166546",2.73941370066032,1.2436636959163,1.36595635864131e-18,2.01135840997334e-17
"ENSG00000165140",-2.23904791253514,6.1051270682221,1.56686483588755e-18,2.30552968709168e-17
"ENSG00000133019",-2.25220463476187,1.31051700026236,1.57694896062489e-18,2.3186948163651e-17
"ENSG00000023171",-2.240117430985,4.1448466419574,1.5864360724725e-18,2.3305569245974e-17
"ENSG00000277363",2.70180155177489,2.82314799996755,1.58730193599382e-18,2.3305569245974e-17
"ENSG00000131080",2.6980966890348,3.29565019301236,1.66257212025873e-18,2.4393162460832e-17
"ENSG00000178999",2.76694420639575,0.251290060858228,1.76705359680021e-18,2.5907470203554e-17
"ENSG00000153246",-2.23317252456348,5.51910314956434,1.934663832015e-18,2.8344492952668e-17
"ENSG00000168631",2.81904498783916,-0.525197586988218,1.98094309609802e-18,2.90016895203324e-17
"ENSG00000250979",2.9973647267073,-1.64429530814745,1.98432102481673e-18,2.90303034290619e-17
"ENSG00000185112",-2.23404215422503,3.68991954447597,2.00376940222734e-18,2.92938159061106e-17
"ENSG00000249631",2.7129069621374,1.58650278681125,2.11560790336656e-18,3.09066673218178e-17
"ENSG00000185904",-2.23435395494029,2.67231460393427,2.17515848951122e-18,3.17538885004236e-17
"ENSG00000095777",2.68868502574475,2.4363580761212,2.28914594226384e-18,3.33940217071021e-17
"ENSG00000175785",-2.24491195513352,0.824191059963747,2.44969631982511e-18,3.57105838073719e-17
"ENSG00000156920",3.13975591194606,-2.13666951001995,2.47511162398931e-18,3.60553046140271e-17
"ENSG00000118971",2.6767944939645,6.90418315770143,2.5169231745241e-18,3.66382092942502e-17
"ENSG00000182472",2.67977537898507,3.66428052292067,2.52911437449291e-18,3.67894140894496e-17
"ENSG00000286553",2.88689031977763,-1.16153012998226,2.59964740797075e-18,3.77884598988991e-17
"ENSG00000073282",-2.33333210775346,-1.42529553084394,2.78428265110941e-18,4.04434903039353e-17
"ENSG00000197580",2.67784401921234,2.85883249910889,2.82696280194365e-18,4.10342202013087e-17
"ENSG00000130528",-2.23949817780027,0.845053073551873,2.91643997015099e-18,4.23028995385913e-17
"ENSG00000125965",2.74100749626994,0.263993293794808,3.14851114266382e-18,4.5636628460189e-17
"ENSG00000287051",2.83036996278126,-0.831260397712122,3.20822177247532e-18,4.64690872356972e-17
"ENSG00000255774",2.80882352724174,-0.643701075419332,3.22483887871907e-18,4.6676624622141e-17
"ENSG00000214049",2.70655877207684,1.06634249899727,3.32516306207264e-18,4.80945925446166e-17
"ENSG00000169884",2.83542927987157,-0.888797131797337,3.3616438605917e-18,4.85877851827832e-17
"ENSG00000137203",-2.21811484571181,3.00647908441202,3.64981391546457e-18,5.27155134504138e-17
"ENSG00000177989",2.66458155424504,3.62108245647141,3.66327575441075e-18,5.28725022897756e-17
"ENSG00000108700",-2.24080636466481,0.334812749210086,3.68489044731359e-18,5.31468569890477e-17
"ENSG00000112562",-2.21444050098377,3.9064412453539,3.8709047588037e-18,5.57902697180514e-17
"ENSG00000101842",2.78813187603792,-0.53650263919332,4.00725848122605e-18,5.77147100749464e-17
"ENSG00000285906",2.69098060608231,1.24164838243839,4.29184190122934e-18,6.1769812091511e-17
"ENSG00000140092",-2.20940918856204,6.63774076911932,4.30653214210769e-18,6.19375292709056e-17
"ENSG00000091428",-2.21716577402686,1.99070149306965,4.36456588969215e-18,6.27279469727848e-17
"ENSG00000204099",-2.22508916048067,0.990972932861684,4.46373912846637e-18,6.41080956239036e-17
"ENSG00000142871",-2.20715940686801,7.64180529934409,4.62306536908718e-18,6.63496095265053e-17
"ENSG00000111432",-2.39890711309055,-2.14168537071271,4.63164730698368e-18,6.64260303647154e-17
"ENSG00000116016",-2.20628155031229,7.78646710881584,4.76080395855496e-18,6.82303836477651e-17
"ENSG00000166206",-2.20914251482042,3.34551663949757,4.80777530484721e-18,6.88551752577626e-17
"ENSG00000101057",2.69325851360351,0.950386905940791,4.94788481003291e-18,7.08120440812709e-17
