"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000139718.11","HAVANA","gene",NA,NA,"ENSG00000139718.11","protein_coding","SETD1B","2","HGNC:29187","OTTHUMG00000169080.3"
"ENSG00000139719.11","HAVANA","gene",NA,NA,"ENSG00000139719.11","protein_coding","VPS33A","1","HGNC:18179","OTTHUMG00000168920.6"
"ENSG00000139722.7","HAVANA","gene",NA,NA,"ENSG00000139722.7","protein_coding","VPS37B","2","HGNC:25754","OTTHUMG00000168767.5"
"ENSG00000139725.8","HAVANA","gene",NA,NA,"ENSG00000139725.8","protein_coding","RHOF","2","HGNC:15703","OTTHUMG00000169077.6"
"ENSG00000139726.11","HAVANA","gene",NA,NA,"ENSG00000139726.11","protein_coding","DENR","2","HGNC:2769","OTTHUMG00000168844.2"
"ENSG00000139734.19","HAVANA","gene",NA,NA,"ENSG00000139734.19","protein_coding","DIAPH3","2","HGNC:15480","OTTHUMG00000017004.7"
"ENSG00000139737.22","HAVANA","gene",NA,NA,"ENSG00000139737.22","protein_coding","SLAIN1","1","HGNC:26387","OTTHUMG00000017110.12"
"ENSG00000139746.16","HAVANA","gene",NA,NA,"ENSG00000139746.16","protein_coding","RBM26","1","HGNC:20327","OTTHUMG00000017133.8"
"ENSG00000139767.10","HAVANA","gene",NA,NA,"ENSG00000139767.10","protein_coding","SRRM4","2","HGNC:29389","OTTHUMG00000168928.4"
"ENSG00000139793.18","HAVANA","gene",NA,NA,"ENSG00000139793.18","protein_coding","MBNL2","2","HGNC:16746","OTTHUMG00000017239.4"
"ENSG00000139826.6","HAVANA","gene",NA,NA,"ENSG00000139826.6","protein_coding","ABHD13","2","HGNC:20293","OTTHUMG00000017330.2"
"ENSG00000139832.5","HAVANA","gene",NA,NA,"ENSG00000139832.5","protein_coding","RAB20","2","HGNC:18260","OTTHUMG00000017343.4"
"ENSG00000139835.14","HAVANA","gene",NA,NA,"ENSG00000139835.14","protein_coding","GRTP1","1","HGNC:20310","OTTHUMG00000017381.6"
"ENSG00000139842.15","HAVANA","gene",NA,NA,"ENSG00000139842.15","protein_coding","CUL4A","2","HGNC:2554","OTTHUMG00000017384.6"
"ENSG00000139874.6","HAVANA","gene",NA,NA,"ENSG00000139874.6","protein_coding","SSTR1","2","HGNC:11330","OTTHUMG00000140249.4"
"ENSG00000139880.19","HAVANA","gene",NA,NA,"ENSG00000139880.19","protein_coding","CDH24","2","HGNC:14265","OTTHUMG00000028715.7"
"ENSG00000139890.10","HAVANA","gene",NA,NA,"ENSG00000139890.10","protein_coding","REM2","1","HGNC:20248","OTTHUMG00000170277.2"
"ENSG00000139899.11","HAVANA","gene",NA,NA,"ENSG00000139899.11","protein_coding","CBLN3","1","HGNC:20146","OTTHUMG00000171315.2"
"ENSG00000139908.15","HAVANA","gene",NA,NA,"ENSG00000139908.15","protein_coding","TSSK4","1","HGNC:19825","OTTHUMG00000029323.6"
"ENSG00000139910.20","HAVANA","gene",NA,NA,"ENSG00000139910.20","protein_coding","NOVA1","1","HGNC:7886","OTTHUMG00000029385.9"
"ENSG00000139914.6","HAVANA","gene",NA,NA,"ENSG00000139914.6","protein_coding","FITM1","2","HGNC:33714","OTTHUMG00000133476.2"
"ENSG00000139915.21","HAVANA","gene",NA,NA,"ENSG00000139915.21","protein_coding","MDGA2","2","HGNC:19835","OTTHUMG00000029429.13"
"ENSG00000139921.13","HAVANA","gene",NA,NA,"ENSG00000139921.13","protein_coding","TMX1","2","HGNC:15487","OTTHUMG00000171003.4"
"ENSG00000139926.16","HAVANA","gene",NA,NA,"ENSG00000139926.16","protein_coding","FRMD6","1","HGNC:19839","OTTHUMG00000140294.4"
"ENSG00000139946.10","HAVANA","gene",NA,NA,"ENSG00000139946.10","protein_coding","PELI2","2","HGNC:8828","OTTHUMG00000152336.4"
"ENSG00000139970.17","HAVANA","gene",NA,NA,"ENSG00000139970.17","protein_coding","RTN1","1","HGNC:10467","OTTHUMG00000028947.5"
"ENSG00000139971.15","HAVANA","gene",NA,NA,"ENSG00000139971.15","protein_coding","ARMH4","1","HGNC:19846","OTTHUMG00000171173.4"
"ENSG00000139973.16","HAVANA","gene",NA,NA,"ENSG00000139973.16","protein_coding","SYT16","1","HGNC:23142","OTTHUMG00000171106.3"
"ENSG00000139974.16","HAVANA","gene",NA,NA,"ENSG00000139974.16","protein_coding","SLC38A6","2","HGNC:19863","OTTHUMG00000140335.7"
"ENSG00000139977.14","HAVANA","gene",NA,NA,"ENSG00000139977.14","protein_coding","NAA30","1","HGNC:19844","OTTHUMG00000171311.2"
"ENSG00000139985.7","HAVANA","gene",NA,NA,"ENSG00000139985.7","protein_coding","ADAM21","2","HGNC:200","OTTHUMG00000171328.4"
"ENSG00000139988.10","HAVANA","gene",NA,NA,"ENSG00000139988.10","protein_coding","RDH12","2","HGNC:19977","OTTHUMG00000170032.2"
"ENSG00000139990.18","HAVANA","gene",NA,NA,"ENSG00000139990.18","protein_coding","DCAF5","1","HGNC:20224","OTTHUMG00000171699.3"
"ENSG00000139998.16","HAVANA","gene",NA,NA,"ENSG00000139998.16","protein_coding","RAB15","2","HGNC:20150","OTTHUMG00000142810.7"
"ENSG00000140006.11","HAVANA","gene",NA,NA,"ENSG00000140006.11","protein_coding","WDR89","2","HGNC:20489","OTTHUMG00000140340.5"
"ENSG00000140009.18","HAVANA","gene",NA,NA,"ENSG00000140009.18","protein_coding","ESR2","1","HGNC:3468","OTTHUMG00000141306.4"
"ENSG00000140022.13","HAVANA","gene",NA,NA,"ENSG00000140022.13","protein_coding","STON2","1","HGNC:30652","OTTHUMG00000171416.6"
"ENSG00000140025.16","HAVANA","gene",NA,NA,"ENSG00000140025.16","protein_coding","EFCAB11","2","HGNC:20357","OTTHUMG00000148671.4"
"ENSG00000140030.6","HAVANA","gene",NA,NA,"ENSG00000140030.6","protein_coding","GPR65","2","HGNC:4517","OTTHUMG00000028648.6"
"ENSG00000140043.11","HAVANA","gene",NA,NA,"ENSG00000140043.11","protein_coding","PTGR2","2","HGNC:20149","OTTHUMG00000171255.3"
"ENSG00000140044.13","HAVANA","gene",NA,NA,"ENSG00000140044.13","protein_coding","JDP2","2","HGNC:17546","OTTHUMG00000171869.4"
"ENSG00000140057.9","HAVANA","gene",NA,NA,"ENSG00000140057.9","protein_coding","AK7","2","HGNC:20091","OTTHUMG00000171421.2"
"ENSG00000140090.18","HAVANA","gene",NA,NA,"ENSG00000140090.18","protein_coding","SLC24A4","1","HGNC:10978","OTTHUMG00000167589.4"
"ENSG00000140092.14","HAVANA","gene",NA,NA,"ENSG00000140092.14","protein_coding","FBLN5","1","HGNC:3602","OTTHUMG00000171122.3"
"ENSG00000140104.14","HAVANA","gene",NA,NA,"ENSG00000140104.14","protein_coding","CLBA1","2","HGNC:20126","OTTHUMG00000170474.2"
"ENSG00000140105.18","HAVANA","gene",NA,NA,"ENSG00000140105.18","protein_coding","WARS1","1","HGNC:12729","OTTHUMG00000171572.4"
"ENSG00000140107.12","HAVANA","gene",NA,NA,"ENSG00000140107.12","protein_coding","SLC25A47","2","HGNC:20115","OTTHUMG00000171571.3"
"ENSG00000140153.18","HAVANA","gene",NA,NA,"ENSG00000140153.18","protein_coding","WDR20","1","HGNC:19667","OTTHUMG00000171753.6"
"ENSG00000140157.15","HAVANA","gene",NA,NA,"ENSG00000140157.15","protein_coding","NIPA2","2","HGNC:17044","OTTHUMG00000129101.8"
"ENSG00000140199.13","HAVANA","gene",NA,NA,"ENSG00000140199.13","protein_coding","SLC12A6","1","HGNC:10914","OTTHUMG00000129441.5"
"ENSG00000140254.12","HAVANA","gene",NA,NA,"ENSG00000140254.12","protein_coding","DUOXA1","2","HGNC:26507","OTTHUMG00000131352.4"
"ENSG00000140259.7","HAVANA","gene",NA,NA,"ENSG00000140259.7","protein_coding","MFAP1","2","HGNC:7032","OTTHUMG00000060145.4"
"ENSG00000140262.18","HAVANA","gene",NA,NA,"ENSG00000140262.18","protein_coding","TCF12","1","HGNC:11623","OTTHUMG00000132047.13"
"ENSG00000140263.15","HAVANA","gene",NA,NA,"ENSG00000140263.15","protein_coding","SORD","2","HGNC:11184","OTTHUMG00000131265.12"
"ENSG00000140264.21","HAVANA","gene",NA,NA,"ENSG00000140264.21","protein_coding","SERF2","1","HGNC:10757","OTTHUMG00000059935.14"
"ENSG00000140265.12","HAVANA","gene",NA,NA,"ENSG00000140265.12","protein_coding","ZSCAN29","2","HGNC:26673","OTTHUMG00000130767.3"
"ENSG00000140279.13","HAVANA","gene",NA,NA,"ENSG00000140279.13","protein_coding","DUOX2","2","HGNC:13273","OTTHUMG00000131355.3"
"ENSG00000140280.14","HAVANA","gene",NA,NA,"ENSG00000140280.14","protein_coding","LYSMD2","1","HGNC:28571","OTTHUMG00000131804.3"
"ENSG00000140284.11","HAVANA","gene",NA,NA,"ENSG00000140284.11","protein_coding","SLC27A2","1","HGNC:10996","OTTHUMG00000131643.3"
"ENSG00000140285.12","HAVANA","gene",NA,NA,"ENSG00000140285.12","protein_coding","FGF7","1","HGNC:3685","OTTHUMG00000131517.5"
"ENSG00000140287.11","HAVANA","gene",NA,NA,"ENSG00000140287.11","protein_coding","HDC","2","HGNC:4855","OTTHUMG00000131644.4"
"ENSG00000140297.13","HAVANA","gene",NA,NA,"ENSG00000140297.13","protein_coding","GCNT3","1","HGNC:4205","OTTHUMG00000132726.6"
"ENSG00000140299.13","HAVANA","gene",NA,NA,"ENSG00000140299.13","protein_coding","BNIP2","2","HGNC:1083","OTTHUMG00000132727.7"
"ENSG00000140307.11","HAVANA","gene",NA,NA,"ENSG00000140307.11","protein_coding","GTF2A2","1","HGNC:4647","OTTHUMG00000132725.5"
"ENSG00000140319.11","HAVANA","gene",NA,NA,"ENSG00000140319.11","protein_coding","SRP14","2","HGNC:11299","OTTHUMG00000172391.3"
"ENSG00000140320.12","HAVANA","gene",NA,NA,"ENSG00000140320.12","protein_coding","BAHD1","2","HGNC:29153","OTTHUMG00000129982.3"
"ENSG00000140323.6","HAVANA","gene",NA,NA,"ENSG00000140323.6","protein_coding","DISP2","2","HGNC:19712","OTTHUMG00000129983.4"
"ENSG00000140326.13","HAVANA","gene",NA,NA,"ENSG00000140326.13","protein_coding","CDAN1","2","HGNC:1713","OTTHUMG00000175801.4"
"ENSG00000140332.17","HAVANA","gene",NA,NA,"ENSG00000140332.17","protein_coding","TLE3","2","HGNC:11839","OTTHUMG00000172121.5"
"ENSG00000140350.15","HAVANA","gene",NA,NA,"ENSG00000140350.15","protein_coding","ANP32A","1","HGNC:13233","OTTHUMG00000154502.2"
"ENSG00000140365.16","HAVANA","gene",NA,NA,"ENSG00000140365.16","protein_coding","COMMD4","2","HGNC:26027","OTTHUMG00000142823.6"
"ENSG00000140367.12","HAVANA","gene",NA,NA,"ENSG00000140367.12","protein_coding","UBE2Q2","2","HGNC:19248","OTTHUMG00000142839.3"
"ENSG00000140368.13","HAVANA","gene",NA,NA,"ENSG00000140368.13","protein_coding","PSTPIP1","1","HGNC:9580","OTTHUMG00000172594.6"
"ENSG00000140374.16","HAVANA","gene",NA,NA,"ENSG00000140374.16","protein_coding","ETFA","1","HGNC:3481","OTTHUMG00000172586.7"
"ENSG00000140379.9","HAVANA","gene",NA,NA,"ENSG00000140379.9","protein_coding","BCL2A1","2","HGNC:991","OTTHUMG00000144173.2"
"ENSG00000140382.15","HAVANA","gene",NA,NA,"ENSG00000140382.15","protein_coding","HMG20A","1","HGNC:5001","OTTHUMG00000143729.8"
"ENSG00000140386.13","HAVANA","gene",NA,NA,"ENSG00000140386.13","protein_coding","SCAPER","1","HGNC:13081","OTTHUMG00000172655.5"
"ENSG00000140391.15","HAVANA","gene",NA,NA,"ENSG00000140391.15","protein_coding","TSPAN3","1","HGNC:17752","OTTHUMG00000143728.10"
"ENSG00000140395.9","HAVANA","gene",NA,NA,"ENSG00000140395.9","protein_coding","WDR61","1","HGNC:30300","OTTHUMG00000143735.8"
"ENSG00000140396.13","HAVANA","gene",NA,NA,"ENSG00000140396.13","protein_coding","NCOA2","2","HGNC:7669","OTTHUMG00000164671.4"
"ENSG00000140398.14","HAVANA","gene",NA,NA,"ENSG00000140398.14","protein_coding","NEIL1","2","HGNC:18448","OTTHUMG00000142821.5"
"ENSG00000140400.17","HAVANA","gene",NA,NA,"ENSG00000140400.17","protein_coding","MAN2C1","1","HGNC:6827","OTTHUMG00000172698.7"
"ENSG00000140403.12","HAVANA","gene",NA,NA,"ENSG00000140403.12","protein_coding","DNAJA4","1","HGNC:14885","OTTHUMG00000143733.8"
"ENSG00000140406.4","HAVANA","gene",NA,NA,"ENSG00000140406.4","protein_coding","TLNRD1","2","HGNC:13519","OTTHUMG00000144185.2"
"ENSG00000140416.23","HAVANA","gene",NA,NA,"ENSG00000140416.23","protein_coding","TPM1","2","HGNC:12010","OTTHUMG00000132803.19"
"ENSG00000140443.15","HAVANA","gene",NA,NA,"ENSG00000140443.15","protein_coding","IGF1R","1","HGNC:5465","OTTHUMG00000149851.10"
"ENSG00000140450.9","HAVANA","gene",NA,NA,"ENSG00000140450.9","protein_coding","ARRDC4","2","HGNC:28087","OTTHUMG00000149849.2"
"ENSG00000140451.13","HAVANA","gene",NA,NA,"ENSG00000140451.13","protein_coding","PIF1","2","HGNC:26220","OTTHUMG00000132974.4"
"ENSG00000140455.17","HAVANA","gene",NA,NA,"ENSG00000140455.17","protein_coding","USP3","1","HGNC:12626","OTTHUMG00000172309.4"
"ENSG00000140459.18","HAVANA","gene",NA,NA,"ENSG00000140459.18","protein_coding","CYP11A1","1","HGNC:2590","OTTHUMG00000150716.6"
"ENSG00000140463.14","HAVANA","gene",NA,NA,"ENSG00000140463.14","protein_coding","BBS4","2","HGNC:969","OTTHUMG00000133510.6"
"ENSG00000140464.20","HAVANA","gene",NA,NA,"ENSG00000140464.20","protein_coding","PML","2","HGNC:9113","OTTHUMG00000137607.6"
"ENSG00000140465.14","HAVANA","gene",NA,NA,"ENSG00000140465.14","protein_coding","CYP1A1","1","HGNC:2595","OTTHUMG00000142812.5"
"ENSG00000140470.15","HAVANA","gene",NA,NA,"ENSG00000140470.15","protein_coding","ADAMTS17","1","HGNC:17109","OTTHUMG00000149867.8"
"ENSG00000140471.17","HAVANA","gene",NA,NA,"ENSG00000140471.17","protein_coding","LINS1","1","HGNC:30922","OTTHUMG00000149865.13"
"ENSG00000140474.14","HAVANA","gene",NA,NA,"ENSG00000140474.14","protein_coding","ULK3","2","HGNC:19703","OTTHUMG00000173020.14"
"ENSG00000140479.18","HAVANA","gene",NA,NA,"ENSG00000140479.18","protein_coding","PCSK6","1","HGNC:8569","OTTHUMG00000172097.12"
"ENSG00000140497.16","HAVANA","gene",NA,NA,"ENSG00000140497.16","protein_coding","SCAMP2","1","HGNC:10564","OTTHUMG00000142817.5"
"ENSG00000140505.7","HAVANA","gene",NA,NA,"ENSG00000140505.7","protein_coding","CYP1A2","2","HGNC:2596","OTTHUMG00000172901.5"
"ENSG00000140511.12","HAVANA","gene",NA,NA,"ENSG00000140511.12","protein_coding","HAPLN3","1","HGNC:21446","OTTHUMG00000148680.5"
"ENSG00000140519.14","HAVANA","gene",NA,NA,"ENSG00000140519.14","protein_coding","RHCG","2","HGNC:18140","OTTHUMG00000149647.8"
"ENSG00000140521.17","HAVANA","gene",NA,NA,"ENSG00000140521.17","protein_coding","POLG","2","HGNC:9179","OTTHUMG00000149646.11"
"ENSG00000140525.19","HAVANA","gene",NA,NA,"ENSG00000140525.19","protein_coding","FANCI","1","HGNC:25568","OTTHUMG00000132993.7"
"ENSG00000140526.18","HAVANA","gene",NA,NA,"ENSG00000140526.18","protein_coding","ABHD2","2","HGNC:18717","OTTHUMG00000148684.6"
"ENSG00000140527.15","HAVANA","gene",NA,NA,"ENSG00000140527.15","protein_coding","WDR93","2","HGNC:26924","OTTHUMG00000172007.4"
"ENSG00000140534.14","HAVANA","gene",NA,NA,"ENSG00000140534.14","protein_coding","TICRR","1","HGNC:28704","OTTHUMG00000149648.6"
"ENSG00000140538.16","HAVANA","gene",NA,NA,"ENSG00000140538.16","protein_coding","NTRK3","1","HGNC:8033","OTTHUMG00000148677.12"
"ENSG00000140543.15","HAVANA","gene",NA,NA,"ENSG00000140543.15","protein_coding","DET1","2","HGNC:25477","OTTHUMG00000171851.5"
"ENSG00000140545.15","HAVANA","gene",NA,NA,"ENSG00000140545.15","protein_coding","MFGE8","1","HGNC:7036","OTTHUMG00000148682.9"
"ENSG00000140548.10","HAVANA","gene",NA,NA,"ENSG00000140548.10","protein_coding","ZNF710","2","HGNC:25352","OTTHUMG00000149812.5"
"ENSG00000140553.18","HAVANA","gene",NA,NA,"ENSG00000140553.18","protein_coding","UNC45A","2","HGNC:30594","OTTHUMG00000141261.6"
"ENSG00000140557.12","HAVANA","gene",NA,NA,"ENSG00000140557.12","protein_coding","ST8SIA2","2","HGNC:10870","OTTHUMG00000149843.5"
"ENSG00000140563.15","HAVANA","gene",NA,NA,"ENSG00000140563.15","protein_coding","MCTP2","2","HGNC:25636","OTTHUMG00000171751.9"
"ENSG00000140564.12","HAVANA","gene",NA,NA,"ENSG00000140564.12","protein_coding","FURIN","2","HGNC:8568","OTTHUMG00000149831.4"
"ENSG00000140575.13","HAVANA","gene",NA,NA,"ENSG00000140575.13","protein_coding","IQGAP1","2","HGNC:6110","OTTHUMG00000149832.6"
"ENSG00000140577.16","HAVANA","gene",NA,NA,"ENSG00000140577.16","protein_coding","CRTC3","1","HGNC:26148","OTTHUMG00000172295.5"
"ENSG00000140598.15","HAVANA","gene",NA,NA,"ENSG00000140598.15","protein_coding","EFL1","2","HGNC:25789","OTTHUMG00000172573.5"
"ENSG00000140600.17","HAVANA","gene",NA,NA,"ENSG00000140600.17","protein_coding","SH3GL3","2","HGNC:10832","OTTHUMG00000147361.4"
"ENSG00000140612.14","HAVANA","gene",NA,NA,"ENSG00000140612.14","protein_coding","SEC11A","1","HGNC:17718","OTTHUMG00000172489.5"
"ENSG00000140632.17","HAVANA","gene",NA,NA,"ENSG00000140632.17","protein_coding","GLYR1","2","HGNC:24434","OTTHUMG00000129530.7"
"ENSG00000140650.12","HAVANA","gene",NA,NA,"ENSG00000140650.12","protein_coding","PMM2","1","HGNC:9115","OTTHUMG00000129697.3"
"ENSG00000140675.13","HAVANA","gene",NA,NA,"ENSG00000140675.13","protein_coding","SLC5A2","2","HGNC:11037","OTTHUMG00000176620.5"
"ENSG00000140678.17","HAVANA","gene",NA,NA,"ENSG00000140678.17","protein_coding","ITGAX","2","HGNC:6152","OTTHUMG00000132465.4"
"ENSG00000140682.19","HAVANA","gene",NA,NA,"ENSG00000140682.19","protein_coding","TGFB1I1","2","HGNC:11767","OTTHUMG00000132467.7"
"ENSG00000140688.17","HAVANA","gene",NA,NA,"ENSG00000140688.17","protein_coding","RUSF1","1","HGNC:25848","OTTHUMG00000132466.5"
"ENSG00000140691.18","HAVANA","gene",NA,NA,"ENSG00000140691.18","protein_coding","ARMC5","1","HGNC:25781","OTTHUMG00000176618.4"
"ENSG00000140694.17","HAVANA","gene",NA,NA,"ENSG00000140694.17","protein_coding","PARN","2","HGNC:8609","OTTHUMG00000173199.14"
"ENSG00000140718.21","HAVANA","gene",NA,NA,"ENSG00000140718.21","protein_coding","FTO","2","HGNC:24678","OTTHUMG00000158780.6"
"ENSG00000140740.11","HAVANA","gene",NA,NA,"ENSG00000140740.11","protein_coding","UQCRC2","1","HGNC:12586","OTTHUMG00000131585.4"
"ENSG00000140743.8","HAVANA","gene",NA,NA,"ENSG00000140743.8","protein_coding","CDR2","2","HGNC:1799","OTTHUMG00000175463.3"
"ENSG00000140749.9","HAVANA","gene",NA,NA,"ENSG00000140749.9","protein_coding","IGSF6","1","HGNC:5953","OTTHUMG00000090709.4"
"ENSG00000140750.17","HAVANA","gene",NA,NA,"ENSG00000140750.17","protein_coding","ARHGAP17","2","HGNC:18239","OTTHUMG00000177372.11"
"ENSG00000140795.13","HAVANA","gene",NA,NA,"ENSG00000140795.13","protein_coding","MYLK3","1","HGNC:29826","OTTHUMG00000132543.6"
"ENSG00000140807.7","HAVANA","gene",NA,NA,"ENSG00000140807.7","protein_coding","NKD1","2","HGNC:17045","OTTHUMG00000133169.7"
"ENSG00000140829.12","HAVANA","gene",NA,NA,"ENSG00000140829.12","protein_coding","DHX38","2","HGNC:17211","OTTHUMG00000137596.7"
"ENSG00000140830.9","HAVANA","gene",NA,NA,"ENSG00000140830.9","protein_coding","TXNL4B","2","HGNC:26041","OTTHUMG00000173453.3"
"ENSG00000140832.10","HAVANA","gene",NA,NA,"ENSG00000140832.10","protein_coding","MARVELD3","2","HGNC:30525","OTTHUMG00000137591.3"
"ENSG00000140836.17","HAVANA","gene",NA,NA,"ENSG00000140836.17","protein_coding","ZFHX3","2","HGNC:777","OTTHUMG00000137599.7"
"ENSG00000140839.11","HAVANA","gene",NA,NA,"ENSG00000140839.11","protein_coding","CLEC18B","2","HGNC:33849","OTTHUMG00000176998.3"
"ENSG00000140848.17","HAVANA","gene",NA,NA,"ENSG00000140848.17","protein_coding","CPNE2","2","HGNC:2315","OTTHUMG00000133471.6"
"ENSG00000140853.16","HAVANA","gene",NA,NA,"ENSG00000140853.16","protein_coding","NLRC5","2","HGNC:29933","OTTHUMG00000133470.6"
"ENSG00000140854.13","HAVANA","gene",NA,NA,"ENSG00000140854.13","protein_coding","KATNB1","2","HGNC:6217","OTTHUMG00000133467.7"
"ENSG00000140859.16","HAVANA","gene",NA,NA,"ENSG00000140859.16","protein_coding","KIFC3","1","HGNC:6326","OTTHUMG00000133455.20"
"ENSG00000140873.16","HAVANA","gene",NA,NA,"ENSG00000140873.16","protein_coding","ADAMTS18","2","HGNC:17110","OTTHUMG00000137619.4"
"ENSG00000140876.11","HAVANA","gene",NA,NA,"ENSG00000140876.11","protein_coding","NUDT7","1","HGNC:8054","OTTHUMG00000176808.1"
"ENSG00000140905.11","HAVANA","gene",NA,NA,"ENSG00000140905.11","protein_coding","GCSH","2","HGNC:4208","OTTHUMG00000137626.4"
"ENSG00000140931.20","HAVANA","gene",NA,NA,"ENSG00000140931.20","protein_coding","CMTM3","1","HGNC:19174","OTTHUMG00000137503.9"
"ENSG00000140932.10","HAVANA","gene",NA,NA,"ENSG00000140932.10","protein_coding","CMTM2","2","HGNC:19173","OTTHUMG00000137501.4"
"ENSG00000140937.14","HAVANA","gene",NA,NA,"ENSG00000140937.14","protein_coding","CDH11","1","HGNC:1750","OTTHUMG00000137494.7"
"ENSG00000140939.14","HAVANA","gene",NA,NA,"ENSG00000140939.14","protein_coding","NOL3","1","HGNC:7869","OTTHUMG00000173316.3"
"ENSG00000140941.14","HAVANA","gene",NA,NA,"ENSG00000140941.14","protein_coding","MAP1LC3B","2","HGNC:13352","OTTHUMG00000137654.6"
"ENSG00000140943.17","HAVANA","gene",NA,NA,"ENSG00000140943.17","protein_coding","MBTPS1","2","HGNC:15456","OTTHUMG00000137639.8"
"ENSG00000140945.17","HAVANA","gene",NA,NA,"ENSG00000140945.17","protein_coding","CDH13","1","HGNC:1753","OTTHUMG00000176635.3"
"ENSG00000140948.13","HAVANA","gene",NA,NA,"ENSG00000140948.13","protein_coding","ZCCHC14","2","HGNC:24134","OTTHUMG00000137655.4"
"ENSG00000140950.16","HAVANA","gene",NA,NA,"ENSG00000140950.16","protein_coding","MEAK7","2","HGNC:29325","OTTHUMG00000176739.4"
"ENSG00000140961.14","HAVANA","gene",NA,NA,"ENSG00000140961.14","protein_coding","OSGIN1","1","HGNC:30093","OTTHUMG00000137640.7"
"ENSG00000140968.11","HAVANA","gene",NA,NA,"ENSG00000140968.11","protein_coding","IRF8","2","HGNC:5358","OTTHUMG00000137648.10"
"ENSG00000140983.14","HAVANA","gene",NA,NA,"ENSG00000140983.14","protein_coding","RHOT2","2","HGNC:21169","OTTHUMG00000121139.7"
"ENSG00000140986.8","HAVANA","gene",NA,NA,"ENSG00000140986.8","protein_coding","RPL3L","2","HGNC:10351","OTTHUMG00000128685.4"
"ENSG00000140987.20","HAVANA","gene",NA,NA,"ENSG00000140987.20","protein_coding","ZSCAN32","1","HGNC:20812","OTTHUMG00000129357.5"
"ENSG00000140988.16","HAVANA","gene",NA,NA,"ENSG00000140988.16","protein_coding","RPS2","2","HGNC:10404","OTTHUMG00000128708.6"
"ENSG00000140990.15","HAVANA","gene",NA,NA,"ENSG00000140990.15","protein_coding","NDUFB10","1","HGNC:7696","OTTHUMG00000128709.4"
"ENSG00000140992.19","HAVANA","gene",NA,NA,"ENSG00000140992.19","protein_coding","PDPK1","1","HGNC:8816","OTTHUMG00000128874.8"
"ENSG00000140993.11","HAVANA","gene",NA,NA,"ENSG00000140993.11","protein_coding","TIGD7","1","HGNC:18331","OTTHUMG00000129325.4"
"ENSG00000140995.17","HAVANA","gene",NA,NA,"ENSG00000140995.17","protein_coding","DEF8","2","HGNC:25969","OTTHUMG00000138989.4"
"ENSG00000141002.20","HAVANA","gene",NA,NA,"ENSG00000141002.20","protein_coding","TCF25","1","HGNC:29181","OTTHUMG00000138986.6"
"ENSG00000141012.13","HAVANA","gene",NA,NA,"ENSG00000141012.13","protein_coding","GALNS","1","HGNC:4122","OTTHUMG00000137862.6"
